osm_id,name,type
"597255206",,residential
"597255207",,residential
"597255210",,residential
"597255212",,farmland
"597255213",,farmland
"612977920",,military
"613895778",,village_green
"613904164",,village_green
"614392675",,residential
"614394712",,construction
"617201645",,basin
"617201650",,basin
"617591934",,basin
"620861384",,brownfield
"647499887",,grass
"648698700",,grass
"648698701",,grass
"648698702",,grass
"648698703",,grass
"651764120",Вила Водно,official_residen
"655960208",ЈП Комунална Хигиена,commercial
"664709415",,grass
"670565085",,residential
"671597505",,cemetery
"675815969",,basin
"679606567",,grass
"679606568",,grass
"679606570",,grass
"679606571",,grass
"679606572",,grass
"679606573",,grass
"679606574",,grass
"679606575",,grass
"689827316",Црковен двор на „Пресв. Бо,churchyard
"692562107",,grass
"703153531",,basin
"703153532",,basin
"704267969",,basin
"704267974",,basin
"712499922",,village_green
"712499932",,farmyard
"723062310",,basin
"723062313",,brownfield
"729275016",,orchard
"753407595",,basin
"753407596",,basin
"758508702",,basin
"759851269",,basin
"769690304",,landfill
"769690305",,landfill
"769697090",,commercial
"771041412",,village_green
"771041413",,village_green
"771041414",,landfill
"771081457",,landfill
"775703808",,landfill
"777291014",,village_green
"777291016",,construction
"777291530",,construction
"788144344",,quarry
"822219845",,grass
"822219846",,grass
"822219847",,grass
"822219848",,grass
"822219849",,grass
"822219850",,grass
"832254846",,grass
"844107170",Toplana,industrial
"844112249",11ti Oktomvri,residential
"844594810",,residential
"859263397",,industrial
