osm_id,name,type
"234415401",,farmland
"234415402",,residential
"234415405",,meadow
"234415406",,farmland
"236174630",,meadow
"238569052",,residential
"239197364",,residential
"239199810",,farmland
"239199812",,residential
"239201248",,industrial
"239201251",,industrial
"239201257",,industrial
"239201258",,industrial
"239201260",,industrial
"239201262",,industrial
"239201264",,industrial
"239201267",Каз Груп,industrial
"239201269",,industrial
"239201271",,industrial
"239201273",,industrial
"239201275",,industrial
"239201277",,industrial
"239201279",,industrial
"239201281",,industrial
"239201283",,industrial
"239203397",,industrial
"239203399",,industrial
"239203400",,industrial
"239203401",,industrial
"239203402",,farmland
"239203403",,farmland
"239205646",,farmland
"239205647",,residential
"239205648",,farmland
"239205649",,meadow
"242474144",,farmland
"242474145",,farmland
"242474148",,meadow
"242474149",,farmland
"242474151",,farmland
"248505530",,residential
"248521684",,construction
"253301018",Игралиште Влае 2,grass
"253455497",,meadow
"253463062",,farmland
"284663560",,commercial
"284928908",Општина Кисела Вода,commercial
"285071301",,industrial
"285071303",,industrial
"285071312",Касарна Гоце Делчев,military
"285140980",Газела,commercial
"296639381",Friedhof,cemetery
"296639825",,residential
"307186396",Гробишта Зајчев Рид,cemetery
"341512492",,farmland
"344078720",Топлификација,industrial
"358611647",,commercial
"360117569",,traffic_island
"360117571",,traffic_island
"360117572",,traffic_island
"360117573",,traffic_island
"360139919",Комплекс Пазар Тафталиџе,retail
"365739827",,vineyard
"369645316",,farmyard
"369651289",,village_green
"369692373",,residential
"369692379",,cemetery
"375552309",,commercial
"375552312",Bato&Divajn,commercial
"375552333",ЛеснинаМи,commercial
"376446383",,railway
"376446384",,traffic_island
"378466490",,cemetery
"378466494",,cemetery
"379056109",,basin
"379056110",,basin
"379056112",,basin
"379056113",,basin
"379056114",,basin
"379056115",,basin
"379056116",,basin
"379056117",,basin
"379056118",,basin
"379056161",,construction
"379394455",,residential
"379901317",,vineyard
"379909637",,retail
"386866273",,village_green
"388935048",,basin
"388935055",,basin
"388935082",,farmland
"388935083",,farmyard
"388935084",,farmyard
"388935085",,farmyard
"389224916",,farmyard
"389224917",,farmyard
"389224918",,farmyard
"390492749",,basin
"390492752",,basin
"390492753",,basin
"390492754",,basin
"390492755",,basin
"401061075",,basin
"401061087",,village_green
"401061090",,brownfield
"401061092",,brownfield
"405877763",,village_green
"405877765",,village_green
"406012711",,farmyard
"406012712",,farmyard
"406414038",,farmland
"406456329",,basin
"407534307",,residential
"407534308",,meadow
"407534309",,farmland
"407534477",,residential
"407534730",,meadow
"407534731",,residential
"407534905",,residential
"407534906",,residential
"407534907",,residential
"407535205",,residential
"407535206",,farmland
"407535207",,farmland
"407535208",,farmland
"407535307",,meadow
"407535308",,meadow
"407535535",,meadow
"407535537",,farmland
"407536501",,orchard
"407536503",,orchard
"407536504",,orchard
"407536505",,orchard
"407537016",,farmland
"407538975",,residential
"407538976",,residential
"407538978",,farmland
"407538980",,farmland
"407538982",,residential
"407538984",,orchard
"407539101",,residential
"407539103",,residential
"407539104",,farmland
"407539203",,farmland
"407539204",,farmland
"407539205",,meadow
"407539206",,allotments
"407539577",,meadow
"407539578",,farmland
"407539579",,residential
"407539580",,meadow
"407539581",,orchard
"407539582",,residential
"407539584",,farmland
"407539743",,residential
"407540913",,farmland
"407540914",,residential
"407541398",,residential
"407541399",,farmland
"407541401",,orchard
"407541402",,orchard
"407541403",,residential
"407541404",,residential
"407542296",,orchard
"407542297",,orchard
"407542299",,farmland
"407542300",,farmland
"407542745",,residential
"407542949",,meadow
"407543877",,meadow
"407544551",,meadow
"407544552",,residential
"407545307",,residential
"407545310",,residential
"407547346",,residential
"407547348",,meadow
"407548598",,residential
"407548599",,residential
"407548600",,farmland
"407548601",,residential
"407548602",,farmland
"407548604",,farmland
"407548605",,orchard
"407549166",,residential
"407549167",,residential
"407549168",,residential
"407549169",,meadow
"407549500",,farmland
"407549501",,farmland
"407549502",,meadow
"407549503",,residential
"407549504",,allotments
"407549506",,residential
"407549888",,cemetery
"407550647",,residential
"407551471",,meadow
"407551473",,orchard
"407551475",,farmland
"407551477",,residential
"407551478",,orchard
"407551479",,residential
"407551480",,residential
"407552651",,orchard
"407552652",,farmland
"407552653",,residential
"407552654",,orchard
"407552655",,residential
"407554101",,orchard
"407554102",,orchard
"407554103",,orchard
"407554104",,orchard
"407554107",,meadow
"407554108",,farmland
"407554109",,orchard
"407554110",,orchard
"407554111",,meadow
"407554112",,farmland
"407554783",,residential
"407554784",,farmland
"407554785",,orchard
"407554786",,orchard
"407554787",,farmland
"407554788",,farmland
"407554789",,farmland
"407554790",,farmland
"407554791",,residential
"407554797",,farmland
"407554798",,orchard
"407554799",,farmland
"407554800",,orchard
"407555726",,residential
"407555727",,residential
"407556363",,meadow
"407556364",,meadow
"407556365",,meadow
"407556366",,farmland
"407556367",,farmland
"407556369",,farmland
"407556370",,farmland
"407557642",,residential
"407560251",,residential
"407560252",,residential
"407560253",,residential
"407572412",,meadow
"407572414",,residential
"407572417",,farmland
"407572419",,meadow
"407572422",,farmland
"407572437",,orchard
"407572439",Стари гробишта,cemetery
"407578234",,farmland
"407578237",,meadow
"407578239",,orchard
"407578241",,farmland
"407578243",,farmland
"407578246",,farmland
"407578248",,meadow
"407578250",,meadow
"407578254",,farmland
"407578256",,meadow
"407579298",,meadow
"407579299",,orchard
"407579300",,farmland
"407707971",,orchard
"407707972",,meadow
"407707973",,meadow
"407707974",,farmland
"407707975",,farmland
"407707976",,orchard
"407707978",,farmland
"407708686",,meadow
"407709032",,allotments
"409241569",,residential
"409331428",,construction
"410925009",,religious
"411111639",,residential
"411111642",,grass
"411111644",,grass
"411111646",,grass
"412396949",,farmland
"412397647",,farmland
"412445903",,retail
"412635149",,farmland
"412635811",,meadow
"412639487",,residential
"412639489",,residential
"412639490",,residential
"412639491",,residential
"412640081",,residential
"412640082",,residential
"412640083",,orchard
"412640084",,farmland
"412640269",,residential
"412640270",,farmland
"412640271",,meadow
"412640840",,meadow
"412641039",,meadow
"413079578",,religious
"413094330",,commercial
"413673126",,commercial
"413968824",,residential
"413968825",,religious
"418280188",,farmland
"420547020",,basin
"422507763",,industrial
"422507764",,industrial
"423419869",,village_green
"423420931",,village_green
"423420932",,village_green
"423420933",,village_green
"423420934",,village_green
"423946791",,cemetery
"424490149",,greenhouse_horti
"424496317",Viva Fresh,commercial
"424935845",Празното место.,allotments
"435953424",,basin
"439675744",Д-р Трифуновски,industrial
"441834509",,basin
"441834510",,basin
"442923316",,meadow
"442932349",,grass
"442935193",Watchshop & Service OMEGA,retail
"444243580",Стенковец,military
"444244457",Аеродром Стенковец,meadow
"445230702",,grass
"445231201",,grass
"445231202",,grass
"445231326",,grass
"445232332",,grass
"445232335",,grass
"445233425",,grass
"445234061",,grass
"445234981",,grass
"445234982",,grass
"445235651",,grass
"445236853",,grass
"445837459",,grass
"445837460",,grass
"445837461",,grass
"445837462",,grass
"445837939",,grass
"445837990",,grass
"445838094",,grass
"445838095",,grass
"445838120",,grass
"445838133",,grass
"445838134",,grass
"445838145",,grass
"445839241",,cemetery
"445839714",,grass
"445839715",,grass
"445839716",,grass
"445839717",,grass
"445839718",,grass
"445839719",,grass
"447995674",,farmyard
"448857911",,farmland
"449092198",,basin
"449092199",,basin
"449092200",,basin
"449092201",,basin
"449092202",,basin
"449259634",,industrial
"449262705",,village_green
"449262707",,village_green
"451602055",,brownfield
"453085780",,quarry
"453482675",,grass
"453521030",,grass
"453529914",,railway
"453529919",,railway
"453939469",,brownfield
"459434108",,village_green
"459434109",,village_green
"459434110",,village_green
"459434111",,village_green
"459434112",,village_green
"459434113",,village_green
"460343736",,construction
"460343737",,construction
"471717364",,grass
"471717365",,railway
"471717372",,industrial
"474236868",,residential
"474236869",,village_green
"474670191",,village_green
"474670193",,village_green
"474872969",,grass
"474876041",,grass
"474881886",Англиски гробишта,cemetery
"476184792",,industrial
"476196201",,grass
"476228941",,grass
"477147800",,farmyard
"477148122",,basin
"490526896",,vineyard
"490526897",,vineyard
"490526898",,vineyard
"490526899",,vineyard
"490718573",,vineyard
"490737800",,basin
"490737801",,basin
"490737802",,basin
"490737803",,basin
"490737804",,village_green
"490737805",,construction
"498035057",,village_green
"498035060",,village_green
"512912763",ТЦ Ченто,retail
"518220600",,residential
"518408542",,residential
"518409323",,residential
"518491581",,residential
"519001696",,residential
"519001697",,residential
"519001698",,residential
"519001699",,residential
"519001700",,residential
"519001701",,residential
"519481917",,industrial
"519481918",,industrial
"519489050",,residential
"519727611",,residential
"519727612",,residential
"519829888",,residential
"519829890",,farmland
"519829893",,residential
"519829895",,residential
"519829896",,residential
"520039423",,residential
"520111310",,residential
"520112554",,residential
"520112555",,residential
"520243841",,residential
"520261199",,residential
"520261200",,residential
"520269992",,farmland
"520306197",,residential
"520328359",,residential
"520328360",,residential
"520372967",,meadow
"520390122",,residential
"520554686",,meadow
"520626439",,meadow
"520626440",,meadow
"520626441",,meadow
"520626442",,meadow
"520626443",,meadow
"520626444",,meadow
"520626445",,meadow
"520626446",,meadow
"520731296",,residential
"520731298",,residential
"520769729",,residential
"520769730",,residential
"520769731",,residential
"520834984",,residential
"520941456",,residential
"520980308",Гробишта Лисиче,cemetery
"521016451",,residential
"521077498",,residential
"521206451",,residential
"521224191",,residential
"521835515",,farmland
"523862752",,basin
"523862753",,basin
"523862754",,basin
"523862755",,basin
"523862756",,basin
"523862757",,basin
"523862758",,basin
"525223408",,basin
"525223409",,basin
"537930447",,meadow
"539898495",,grass
"539902204",,grass
"539906949",,grass
"539906951",,grass
"539909015",,grass
"539984309",,grass
"540269456",,grass
"540458522",,grass
"540843266",,grass
"540856953",,grass
"540856956",,grass
"540856962",,grass
"543999912",,grass
"544113304",,grass
"544128657",,grass
"545095191",,grass
"546601730",,grass
"546601731",,grass
"546858755",,village_green
"546858756",,village_green
"546858757",,village_green
"546858758",,village_green
"546858759",,village_green
"547064059",,grass
"547077646",,grass
"547102985",,grass
"547244344",,grass
"547432732",,commercial
"547684962",,grass
"547918675",,grass
"547918680",,grass
"547957696",,grass
"548230645",,grass
"548421434",,grass
"548608879",,grass
"548694257",,grass
"548969126",,grass
"549059644",Порта Влае,commercial
"549059647",Антико,commercial
"549313709",,grass
"551291149",,grass
"551640703",,grass
"552388062",,grass
"553070357",,construction
"553088006",,grass
"557334900",,grass
"568450817",,basin
"568450818",,basin
"568450819",,basin
"568450820",,basin
"568450834",,basin
"568467626",,residential
"576848816",,grass
"577146035",,grass
"577146041",,grass
"577146065",,grass
"577146070",,grass
"577146075",,grass
"577777475",,grass
"578038129",,basin
"578038132",,basin
"580982461",,grass
"583938594",,grass
"583938595",,grass
"584189280",,brownfield
"584189281",,construction
"584189282",,brownfield
"585867671",,brownfield
"586429242",,brownfield
"588145507",,construction
"588679281",,brownfield
"594286797",,quarry
"595515529",,residential
"595515532",,residential
"595515534",,residential
"595515540",,residential
