osm_id,name,ref,type,oneway,bridge,maxspeed
"174145157",,,residential,"0","0",
"174146820",Кавалска,,residential,"0","0",
"174146821",Кавлска,,residential,"0","0",
"174146822",Бошковси,,residential,"0","0",
"174146824",,,service,"0","0",
"174146827",,,residential,"0","0",
"174153954",Максим Горки,,residential,"0","0",
"174153956",8-ма Ударна Бригада,,residential,"0","0",
"174160870",Војвода Васил Чакаларов,,secondary,"0","1","50"
"174160871",Војвода Васил Чакаларов,,secondary,"0","0","50"
"174160873",Брадфордска,,tertiary,"0","0",
"174160874",,,secondary_link,"1","0",
"174160875",8. Септември,SK-04,secondary,"1","0","50"
"174160877",,,secondary_link,"1","0",
"174162899",Миле Поп Јорданов,,residential,"0","0",
"174162900",Миле Поп Јорданов,,residential,"0","0",
"174170911",Копачка,,residential,"0","0",
"174170912",Леринска,,residential,"0","0",
"174170915",Ловкенска,,residential,"0","0",
"174170918",Милан Марковиќ,,residential,"0","0",
"174170919",Крчин,,residential,"0","0",
"174170921",Стрезово,,residential,"0","0",
"174170923",Илија Павлев,,residential,"0","0","40"
"174270142",Кара Трифун,,residential,"0","0",
"174270144",Пандо Књашев,,residential,"0","0",
"174270145",Караџица,,residential,"0","0",
"174270146",Кочанска,,residential,"0","0",
"174270147",Пандо Књашев,,residential,"0","0",
"174270148",Востаничка,,residential,"0","0",
"174273475",,,service,"0","0",
"174273480",Бранислав Нушиќ,,residential,"1","0",
"174273481",,,service,"0","0",
"174273483",Веселин Маслеша,,residential,"0","0",
"174273488",,,service,"0","0",
"174273490",Томе Арсовски,,residential,"0","0",
"174273493",,,service,"0","0",
"174273822",,,residential,"0","0",
"174274497",Славејко Арсов,,residential,"0","0",
"174284837",,,residential,"1","0",
"174285587",Љуботенски Пат,,secondary_link,"1","0",
"174285588",Љуботенски Пат,,secondary,"1","0",
"174285590",Љуботенски Пат,,secondary,"1","0",
"174294301",,,footway,"0","0",
"174294302",,,service,"0","0",
"174294303",,,footway,"0","0",
"174294304",,,service,"0","0",
"174294305",,,footway,"0","0",
"174322050",Лопушник,,track,"0","0",
"174322051",,,residential,"0","0",
"174322052",Марко Крале,,residential,"0","0",
"174324065",,,living_street,"0","0",
"174324066",,,steps,"0","0",
"174324067",,,living_street,"0","0",
"174324068",Улица 18,,residential,"0","0",
"174324069",,,residential,"0","0",
"174324070",,,footway,"0","0",
"174324071",,,living_street,"0","0",
"174324072",,,footway,"0","0",
"174324073",,,living_street,"0","0",
"174324075",,,living_street,"0","0",
"174325471",,,living_street,"0","0",
"174325472",,,living_street,"0","0",
"174325473",,,living_street,"0","0",
"174325474",,,tertiary,"0","0",
"174325475",,,living_street,"0","0",
"174325476",,,living_street,"0","0",
"174326215",,,service,"1","0",
"174326216",,,living_street,"0","0",
"174326218",,,service,"1","0",
"174327454",,,footway,"0","0",
"174327456",,,footway,"0","0",
"174327458",,,footway,"0","0",
"174327459",,,footway,"0","0",
"174327460",,,service,"0","0",
"174327461",,,footway,"0","0",
"174327464",,,living_street,"0","0",
"174327466",,,footway,"0","0",
"174327467",,,footway,"0","0",
"174328688",,,living_street,"0","0",
"174328689",,,steps,"0","0",
"174328690",,,steps,"0","0",
"174328691",,,track,"0","0",
"174328692",,,living_street,"0","0",
"174328693",,,living_street,"0","0",
"174328694",,,steps,"0","0",
"174328695",,,steps,"0","0",
"174328696",,,living_street,"0","0",
"174329624",Radisanski pat levo,,living_street,"0","0",
"174336260",,,living_street,"0","0",
"174336265",,,living_street,"0","0",
"174336267",,,living_street,"0","0",
"174336271",,,living_street,"0","0",
"174336272",,,living_street,"0","0",
"174336273",,,living_street,"0","0",
"174336274",,,living_street,"0","0",
"174336275",,,living_street,"0","0",
"174336276",Бутелска 33,,living_street,"0","0",
"174336277",,,living_street,"0","0",
"174336278",,,track,"0","0",
"174336279",,,footway,"0","0",
"174336280",,,path,"0","0",
"174336281",,,living_street,"0","0",
"174336282",,,living_street,"0","0",
"174336283",,,footway,"0","1",
"174336284",,,track,"0","0",
"174336285",,,living_street,"0","0",
"174336742",,,living_street,"0","1",
"174336745",,,living_street,"0","0",
"174337291",,,service,"0","0",
"174337292",,,living_street,"0","0",
"174337294",,,footway,"0","0",
"174337295",,,living_street,"0","0",
"174338266",,,residential,"0","0",
"174338267",,,residential,"0","0",
"174338268",,,path,"0","0",
"174338269",,,living_street,"0","0",
"174338270",,,footway,"0","0",
"174338271",,,residential,"0","0",
"174338272",,,living_street,"0","0",
"174340084",,,living_street,"0","0",
"174340085",,,living_street,"0","0",
"174340659",,,living_street,"0","0",
"174340660",,,footway,"0","0",
"174340937",,,living_street,"0","0",
"174340940",,,living_street,"0","0",
"174340941",,,living_street,"0","0",
"174342544",,,living_street,"0","0",
"174342546",,,living_street,"0","0",
"174344033",,,living_street,"0","0",
"174344174",,,service,"0","0",
"174344176",,,service,"0","0",
"174344455",,,living_street,"0","0",
"174345597",,,service,"0","0",
"174347656",,,living_street,"0","0",
"174347657",,,living_street,"0","0",
"174347658",,,living_street,"0","0",
"174347659",,,living_street,"0","0",
"174347660",,,living_street,"0","0",
"174347662",,,living_street,"0","0",
"174347664",,,living_street,"0","0",
"174347665",,,residential,"0","0",
"174347669",,,living_street,"0","0",
"174348080",,,living_street,"0","0",
"174348081",,,living_street,"0","0",
"174348444",,,footway,"0","0",
"174348445",,,living_street,"0","0",
"174348866",,,path,"0","0",
"174355137",,,track,"0","0",
"174355139",,,path,"0","0",
"174355142",,,living_street,"0","0",
"174355145",,,track,"0","0",
"174355148",,,living_street,"0","0",
"174355149",,,track,"0","0",
"174355153",,,living_street,"0","0",
"174361568",Radisanski pat levo,,living_street,"0","0",
"174362318",,,living_street,"0","0",
"174362319",,,living_street,"0","0",
"174362320",,,living_street,"0","0",
"174363165",,,living_street,"0","0",
"174366642",,,steps,"0","0",
"174366644",,,steps,"0","0",
"174366645",,,living_street,"0","0",
"174366646",,,living_street,"0","0",
"174366648",,,footway,"0","0",
"174366649",,,living_street,"0","0",
"174366651",,,living_street,"0","0",
"174366653",,,living_street,"0","0",
"174367186",,,living_street,"0","0",
"174367187",,,living_street,"0","0",
"174367188",,,steps,"0","0",
"174367189",,,living_street,"0","0",
"174368243",,,living_street,"0","0",
"174368814",,,living_street,"0","0",
"174370255",,,footway,"0","0",
"174370256",,,living_street,"0","0",
"174370258",,,track,"0","0",
"174456064",Зеничка,,residential,"0","0",
"174456067",Филип Филиповиќ,,footway,"0","0",
"174456068",Зеничка,,living_street,"0","0",
"174456069",Душан Тасковиќ,,residential,"0","0",
"174459560",Булевар Словенија,,primary,"1","1",
"174459562",Булевар Словенија,,primary,"1","1",
"174459564",Булевар Словенија,,primary,"1","0",
"174459565",Булевар Христијан Тодоров,,primary,"1","0","60"
"174459568",Босна и Херцеговина,,primary,"0","0",
"174459570",Булевар Словенија,,primary,"1","0",
"174459573",Христијан Тодоровски Карп,,primary,"1","0","50"
"174459577",Босна и Херцеговина,,primary,"1","0",
"174459579",,,residential,"0","0",
"174459581",Босна и Херцеговина,,primary,"0","0",
"174459583",,,primary_link,"1","0",
"174459584",,,primary_link,"1","0",
"174459585",,,residential,"0","0",
"174459589",Булевар Словенија,,primary,"1","0",
"174459591",Босна и Херцеговина,,primary,"1","0",
"174463152",Булевар Христијан Тодоров,,primary,"0","0","50"
"174463153",Александар Урдаревски,,secondary,"0","0","50"
"174464027",Бојмија,,residential,"0","0",
"174464029",,,secondary_link,"1","0",
"174464030",,,residential,"0","0",
"174464031",,,residential,"1","0",
"174464033",23 Октомври,,residential,"0","0",
"174467367",,,residential,"0","0","50"
"174467371",,,tertiary,"1","0",
"174467372",Васко Карангелевски,,residential,"0","0",
"174467374",Фрањо Клуз,,residential,"0","0",
"174467375",,,residential,"1","0",
"174467377",,,service,"0","0",
"174467379",,,tertiary,"1","0",
"174467381",,,tertiary,"1","0",
"174467382",Методија Шаторов - Шарло,,residential,"0","0",
"174467386",Васко Карангелевски,,tertiary,"0","0",
"174467388",23 Октомври,,residential,"0","0",
"174467390",Владимир Комаров,,primary_link,"1","0",
"174467392",,,residential,"0","0",
"174467394",,,service,"0","0",
"174471978",,,residential,"0","0",
"174471979",Вангел Тодоровски,,residential,"0","0",
"174471981",Венијамин Мачуковски,,residential,"0","0",
"174471982",,,service,"0","0",
"174471984",Булевар III Македонска Бриг,,residential,"0","0",
"174471985",Милан Зечар,,residential,"0","0",
"174471988",Пандил Шишков,,residential,"0","0",
"174471990",Ангел Димовски,,residential,"0","0",
"174471993",,,residential,"0","0",
"174471997",Симеон Кавракиров,,residential,"0","0",
"174471998",,,service,"0","0",
"174472004",Павел Шатев,,service,"0","0",
"174472006",Пандил Шишков,,service,"0","0",
"174479095",,,residential,"0","0",
"174479097",,,service,"1","0",
"174479099",,,service,"0","0",
"174479106",,,service,"0","0",
"174479108",Теодосиј Гологанов,,secondary,"1","0",
"174479111",,,service,"0","0",
"174479112",Анкарска,,residential,"1","0",
"174481182",,,service,"0","0",
"174481189",,,service,"0","0",
"174481190",,,service,"0","0",
"174481193",,,service,"0","0",
"174495068",,,residential,"0","0",
"174495071",,,footway,"0","0",
"174495072",,,footway,"0","0",
"174495073",Булевар Мајка Тереза,,secondary,"1","0","50"
"174495080",,,service,"0","0",
"174495082",,,footway,"0","0",
"174495085",,,footway,"0","0",
"174495086",,,service,"0","0",
"174495089",,,service,"0","0",
"174495151",,,service,"0","0",
"174510452",,,footway,"0","0",
"174510453",,,service,"0","0",
"174510454",,,footway,"0","0",
"174510456",,,footway,"0","0",
"174510457",,,living_street,"0","0",
"174510459",,,living_street,"0","0",
"174522480",,,service,"0","0",
"174522481",,,service,"0","0",
"174522667",,,service,"0","0",
"174522670",,,service,"0","0",
"174750206",,,service,"0","0",
"174750207",Алберт Анштајн,,service,"0","0",
"174750209",Орце Николов,,residential,"1","0",
"174750210",,,service,"0","0",
"174750211",Орце Николов,,residential,"1","0",
"174750212",,,service,"0","0",
"174750213",Пиринска,,residential,"1","0",
"174750214",Орце Николов,,residential,"0","0",
"174750215",Отон Жупанчич,,residential,"1","0",
"174750216",,,service,"0","0",
"174750217",,,service,"0","0",
"174750218",Живко Чинго,,residential,"1","0",
"174750219",Роза Плавева,,residential,"0","0",
"174750220",,,service,"0","0",
"174750221",Аминта Трети,,residential,"0","0","40"
"174750222",Аминта Трети,,residential,"1","0","40"
"174750223",Коле Неделковски,,residential,"0","0",
"174750224",,,living_street,"0","0",
"174750225",8-ми Март,,residential,"0","0",
"174750226",Коле Неделковски,,residential,"0","0",
"174750227",Наум Наумовски Борче,,residential,"1","0",
"174750228",Наум Наумовски Борче,,residential,"1","0",
"174750229",Борка Талески-Модерното,,residential,"0","0",
"174750230",Гиго Михајловски,,residential,"1","0",
"174750231",Крсто Баиќ,,residential,"0","0",
"174750232",Антоние Грубишиќ,,residential,"1","0",
"174750235",,,service,"0","0",
"174750236",Црвена Вода,,service,"0","0",
"174750237",Гиго Михајловски,,service,"0","0",
"174750239",Даскал Камче,,residential,"1","0",
"174750240",Мирка Гинова,,service,"0","0",
"174750243",Кукушка,,residential,"0","0",
"174750245",Дебарца,,residential,"0","0",
"174750246",Иван Аговски,,residential,"1","0",
"174750247",Орце Николов,,residential,"1","0",
"174750248",Орце Николов,,residential,"1","0",
"174750249",Гиго Мижајловски,,residential,"1","0",
"174750250",,,service,"0","0",
"174750251",Благоја Страчков,,residential,"0","0",
"174750252",Мирка Гинова,,service,"0","0",
"174750254",Пајак,,residential,"0","0",
"174750255",,,residential,"0","0",
"174751537",Булевар Илинден,,secondary,"0","0","50"
"174757148",Никола Малешевски,,residential,"0","0",
"174757155",,,residential,"0","0",
"174757756",Улица 21,,residential,"0","0",
"174757757",Улица 19,,residential,"0","0",
"174757758",Улица 23,,residential,"0","0",
"174764338",Борис Трајковски,,primary,"0","0","60"
"174764339",Црниче,,tertiary,"0","0",
"174764340",Тодор Александров,,secondary,"0","0",
"174764779",Бутелски Венец,,residential,"0","0",
"174764780",Индира Ганди,,tertiary,"0","0",
"174765409",Петре Пирузе,,residential,"0","0","30"
"174765410",Петре Пирузе,,residential,"0","0","30"
"174767505",Салих Асим,,pedestrian,"0","0",
"174786611",,,unclassified,"0","1",
"174786613",,,service,"0","0",
"174786614",Мајка Тереза,"A2;A4",motorway,"1","0","120"
"174786615",Мирче Оровчанец,,residential,"0","0",
"174786616",Мајка Тереза,"A2;A4",motorway,"1","0","120"
"174786617",,,residential,"0","0",
"174786618",,,tertiary,"0","1",
"174786619",,,unclassified,"0","0",
"174786620",,,residential,"0","0",
"174786621",,,unclassified,"0","0",
"174786622",,,unclassified,"0","0",
"174786623",,R1104,secondary,"0","0","60"
"174786624",,,residential,"0","0",
"174786625",,,unclassified,"0","0",
"174786626",,,unclassified,"0","1",
"174786627",,,residential,"0","0",
"174786628",Коле Канински,,residential,"0","0",
"174786629",Мајка Тереза,"A2;A4",motorway,"1","1","120"
"174786630",,,tertiary,"0","0",
"174786631",,,unclassified,"0","0",
"174786632",,,unclassified,"0","1",
"174786633",Мрехичка,,residential,"0","0",
"174786634",,,residential,"0","0",
"174786635",,,unclassified,"0","0",
"174786636",,,unclassified,"0","0",
"174786637",Мајка Тереза,"A2;A4",motorway,"1","1","120"
"174786638",,,unclassified,"0","0",
"174786639",,,primary,"0","0",
"174786640",,,tertiary,"0","0",
"174786641",Канински,,residential,"0","0",
"174786642",,,unclassified,"0","0",
"174786643",Адолф Циборовски,,residential,"0","0",
"174786644",Мајка Тереза,"A2;A4",motorway,"1","1","120"
"174786645",,,unclassified,"0","0",
"174786646",Мајка Тереза,"A2;A4",motorway,"1","1","120"
"174786647",Улица 38,,residential,"0","0",
"174786648",,,residential,"0","0",
"174786649",Мајка Тереза,"A2;A4",motorway,"1","0","120"
"174786650",,,unclassified,"0","0",
"174786651",Мајка Тереза,"A2;A4",motorway,"1","0","120"
"174791553",,R2239,secondary,"0","0",
"174791554",,,residential,"0","0",
"174791556",Александар Урдаревски,,tertiary,"0","0","50"
"174920796",,,residential,"0","0",
"174920797",Марко Цепенков,,residential,"0","0",
"174920798",Марко Цепенков,,residential,"0","0",
"174920799",Виктор Иванович Григорови,,residential,"0","0",
"174920800",,,residential,"0","0",
"174920801",Малина Попиванова,,residential,"0","0",
"174920802",,,residential,"0","0",
"174920803",Кара Трифун,,residential,"0","0",
"174920804",,,service,"0","0",
"174920805",Виктор Иванович Григорови,,residential,"0","0",
"174941585","1511",,residential,"0","0",
"174941586",,,service,"0","0",
"174941587",,,service,"0","0",
"174941588",Народни Херои,,residential,"0","0",
"174941589",,,service,"0","0",
"174941590",,,service,"0","0",
"174941591",Пушкинова,,residential,"0","0",
"174941592",,,residential,"0","0",
"174941593",,,service,"0","0",
"174941594",Св. Наум Охридски,,residential,"1","0","40"
"174941595",,,residential,"0","0",
"174941596",Козјак,,residential,"0","0",
"174941597",,,service,"0","0",
"174941598",,,service,"0","0",
"174941599",Пушкинова,,residential,"0","0",
"174941601",Архитект Никола Добровиќ,,residential,"0","0",
"174941602",,,service,"0","0",
"174941603",,,service,"0","0",
"174941604",Козјак,,residential,"0","0",
"174941605",,,service,"0","0",
"174941606",Народни Херои,,residential,"0","0",
"174941607",,,residential,"0","0",
"174952520",Гоце стојчевски,,residential,"0","0",
"174952521",,,living_street,"0","0",
"174952523",Тале Христов,,residential,"0","0",
"174952525",,,residential,"0","0",
"174952531",Луба Ивановиќ,,residential,"0","0",
"174952532",Мара Междуречка,,living_street,"0","0",
"174952534",,,residential,"0","0",
"174952535",Лазо Москов,,residential,"0","0",
"174952537",,,residential,"0","0",
"174952539",Никола Петров,,residential,"0","0",
"174952543",,,residential,"0","0",
"174952544",,,service,"0","0",
"174952545",Алпи,,residential,"0","0",
"174952548",,,residential,"0","0",
"174952555",,,residential,"0","0",
"174952556",Мара Междуречка,,residential,"0","0",
"174952557",Алпи,,residential,"0","0",
"174952559",,,living_street,"0","0",
"174952560",,,residential,"0","0",
"174952562",Алпи,,residential,"0","0",
"174952568",,,living_street,"0","0",
"174952569",Александар Турунџев,,residential,"0","0",
"174952570",,,residential,"0","0",
"174952572",Мара Междуречка,,residential,"0","0",
"174952574",Алпи,,residential,"0","0",
"174952581",Боро Менков,,residential,"0","0",
"174952585",,,living_street,"0","0",
"174952586",Алпи,,residential,"0","0",
"174952587",,,residential,"0","0",
"174952589",Црвени Брегови,,residential,"0","0",
"174952590",Алпи,,living_street,"0","0","40"
"174952601",,,living_street,"0","0",
"174952603",,,residential,"0","0",
"174952606",,,service,"0","0",
"174952607",Костурска,,residential,"0","0",
"174952614",Црвени Брегови,,residential,"0","0",
"174952615",Лазо Москов,,residential,"0","0",
"174952617",Боро Менков,,residential,"0","0",
"174952618",,,living_street,"0","0",
"174952620",Црвени Брегови,,residential,"0","0",
"174959089",,,residential,"0","0",
"174959091",Струмичка,,residential,"0","0",
"174959093",,,residential,"0","0",
"174959095",,,living_street,"0","0",
"174959096",,,living_street,"0","0",
"174959098",,,living_street,"0","0",
"174959099",,,residential,"0","0",
"174959103",Улица 13,,residential,"0","0",
"174959105",Добри Даскалов,,residential,"0","0",
"174959108",Ферид Заири,,residential,"0","0",
"174959111",,,residential,"0","0",
"174959112",,,living_street,"0","0",
"174959113",,,residential,"0","0",
"174959114",Улица 13,,residential,"0","0",
"174959115",Улица 11,,living_street,"0","0",
"174959116",,,residential,"0","0",
"174959117",,,residential,"0","0",
"174959118",,,residential,"0","0",
"174959119",Крсте Арсенов,,residential,"0","0",
"174959120",,,living_street,"0","0",
"174959121",,,footway,"0","0",
"174959122",,,residential,"0","0",
"174959123",,,living_street,"0","0",
"174959124",Крсте Асенов,,residential,"0","0",
"174959126",,,living_street,"0","0",
"174959127",,,residential,"0","0",
"174959128",,,residential,"0","0",
"174959129",,,residential,"0","0",
"174959131",Улица 9,,living_street,"0","0",
"174959132",Крсте Арсенов,,service,"0","0",
"174959133",Серава,,residential,"0","0",
"174959134",Улица 7,,living_street,"0","0",
"174959135",Крсте Арсенов,,residential,"0","0",
"174959136",,,residential,"0","0",
"174959137",,,residential,"0","0",
"174959138",,,living_street,"0","0",
"174959139",,,residential,"0","0",
"174959140",,,living_street,"0","0",
"174959141",,,residential,"0","0",
"174959143",Улица 15,,steps,"0","0",
"174959144",,,service,"0","0",
"174959145",,,residential,"0","0",
"174959146",,,residential,"0","0",
"174959147",Улица 208,,living_street,"0","0",
"174959148",,,steps,"0","0",
"174959672",,,residential,"0","0",
"175000699",,,living_street,"0","0",
"175033051",Наум Наумовски Борче,,residential,"0","0",
"175064723",Коленеделковски,,residential,"0","0",
"175064724",Шумадиска,,residential,"0","0",
"175071061",,,service,"1","0",
"175080705",Дане Крапчев,,residential,"1","0",
"175080707",Мајаковски,,residential,"0","0",
"175080709",Благој Давков,,residential,"0","0",
"175080710",Наум Наумовски Борче,,residential,"1","0","30"
"175080712",Дане Крапчев,,residential,"1","0",
"175080716",Костурски Херои,,residential,"1","0",
"175080718",Михаил Цоков,,residential,"0","0",
"175080719",Антоние Грубишиќ,,residential,"1","0",
"175080720",Мирослав Крлежа,,residential,"0","0",
"175080721",Радњанска,,residential,"0","0",
"175080726",Коле Неделковски,"236",residential,"1","0",
"175080727",Дебарца,,residential,"1","0",
"175094124",,,service,"0","0",
"175094127",,,service,"0","0",
"175094128",,,residential,"0","0",
"175104773",,,steps,"0","0",
"175104776",,,steps,"0","0",
"175104777",,,steps,"0","0",
"175104778",,,steps,"0","0",
"175109040",,,service,"0","0",
"175109736",,,pedestrian,"0","0",
"175112403",,,living_street,"0","0",
"175112405",,,living_street,"0","0",
"175112662",,,living_street,"0","0",
"175112667",,,living_street,"0","0",
"175113406",,,footway,"0","0",
"175113407",,,footway,"0","0",
"175113409",,,footway,"0","0",
"175160536",,,service,"0","0",
"175160537",Трифун Хаџијанев,,residential,"0","0",
"175160539",,,service,"0","0",
"175160540",,,service,"0","0",
"175160542",,,service,"0","0",
"175160545",Лазар Поп Трајков,,unclassified,"0","0",
"175162441",,,service,"0","0",
"175163908",Гази Баба,,residential,"0","0",
"175168758",Борис Трајковски,R2134,secondary,"0","0","60"
"175199089",Кораб,,residential,"0","0",
"175202008",Леринска,,residential,"0","0",
"175202009",,,service,"0","0",
"175202012",Милан Марковиќ,,residential,"0","0",
"175202016",,,service,"0","0",
"175202017",,,service,"0","0",
"175202018",,,service,"0","0",
"175225443",,,footway,"0","0",
"175237198",Коста Веселинов,,steps,"0","0",
"175244887",,,service,"0","0",
"175272699",Ристо Шишков,,residential,"1","0","50"
"175275272",,,footway,"0","0",
"175275275",,,footway,"0","0",
"175277492",,,pedestrian,"0","0",
"175277493",,,service,"0","0",
"175277494",Орце Николов,,residential,"0","0",
"175277498",,,service,"0","0",
"175277502",Орце Николов,,residential,"1","0",
"175291329",,,footway,"0","0",
"175291406",,,footway,"0","0",
"175313801",Чаирска,,residential,"0","0",
"175313802",Васил Анџеларски,,living_street,"0","0",
"175313803",Васил Анџеларски,,steps,"0","0",
"175313804",,,residential,"0","0",
"175317647",,,footway,"0","0",
"175317653",,,footway,"0","0",
"175318138",,,service,"0","0",
"175319839",,,service,"0","0",
"175319840",Интернационални Бригади,,tertiary_link,"1","0",
"175319841",Интернационални Бригади,,tertiary,"0","0",
"175320256",,,service,"0","0",
"175320840",,,residential,"0","0",
"175388836",,,footway,"0","0",
"175388842",,,footway,"0","0",
"175390993",Кеј Димитар Влахов,,residential,"1","0",
"175390995",Филип Втори Македонски,,secondary,"0","1","50"
"175390997",Кеј Димитар Влахов,,residential,"0","0",
"175390999",Кеј Димитар Влахов,,residential,"1","0",
"175391000",Кеј Димитар Влахов,,residential,"1","0",
"175391001",Кеј Димитар Влахов,,residential,"1","0",
"175392026",Пајко Маало,,residential,"0","0",
"175392028","1737",,residential,"0","0",
"175398190",,,service,"0","0",
"175407548",,,residential,"0","0",
"175407549","1480",,residential,"0","0",
"175407551",Пајко Маало,,residential,"0","0",
"175407555",Кеј Димитар Влахов,,residential,"0","0",
"175407562",,,service,"0","0",
"175407563",,,service,"0","0",
"175407565",Кеј Димитар Влахов,,residential,"0","0",
"175413656",,,service,"0","0",
"175413662",,,service,"0","0",
"175413663",,,service,"1","0",
"175414682",,,service,"1","0",
"175416638",,,service,"0","0",
"175424557",Плоштад Автокоманда,,pedestrian,"0","0",
"175428050",,,service,"0","0",
"175441971",,,service,"0","0",
"175441972",,,service,"0","0",
"175441978",Јани Лукровски,,residential,"0","0",
"175451782",,,service,"0","0",
"175451788",,,service,"0","0",
"175451795",,,service,"0","0",
"175451796",,,service,"0","0",
"175454899",,,residential,"0","0",
"175454901",Венијамин Мачуковски,,residential,"0","0",
"175454907",,,residential,"1","0",
"175454908",,,service,"0","0",
"175454912",Цицо Поповиќ,,residential,"0","0",
"175454913",Стале Попов,,residential,"0","0",
"175463387",,,service,"0","0",
"175463397",,,service,"0","0",
"175463410",,,residential,"0","0",
"175463420",,,service,"0","0",
"175468622",,,path,"0","0",
"175468623",,,service,"0","0",
"175468626",,,service,"0","0",
"175468628",,,service,"0","0",
"175468629",,,service,"0","0",
"175468630",,,service,"0","0",
"175468632",,,service,"0","0",
"175468634",,,service,"0","0",
"175468635",,,service,"0","0",
"175468636",,,service,"0","0",
"175468637",,,path,"0","0",
"175468638",,,service,"0","0",
"175468642",,,service,"0","0",
"175468643",,,service,"0","0",
"175468649",,,path,"0","0",
"175468650",,,path,"0","0",
"175468651",,,path,"0","0",
"175468652",,,service,"0","0",
"175468653",,,service,"0","0",
"175468654",,,service,"0","0",
"175468655",,,service,"0","0",
"175468656",,,service,"0","0",
"175468657",,,service,"0","0",
"175468658",,,service,"0","0",
"175468659",,,service,"0","0",
"175468660",,,service,"0","0",
"175468661",,,service,"0","0",
"175468662",,,path,"0","0",
"175468663",,,service,"0","0",
"175468664",,,service,"0","0",
"175469544",,,service,"0","0",
"175469545",,,service,"0","0",
"175475092",,,service,"0","0",
"175499662",,,service,"0","0",
"175499665",,,service,"0","0",
"175499672",,,service,"0","0",
"175499675",,,pedestrian,"0","0",
"175502488",,,service,"0","0",
"175504905",Коце Металец,,service,"0","0",
"175504908",,,pedestrian,"0","0",
"175506035",Тајмишка,,residential,"0","0",
"175506037",Душан Тасковиќ,,residential,"0","0",
"175509791",,,pedestrian,"0","0",
"175509792",,,path,"0","0",
"175509794",,,footway,"0","0",
"175509795",Коце Металец,,service,"0","0",
"175509797",,,footway,"0","0",
"175509799",,,pedestrian,"0","0",
"175509800",,,path,"0","0",
"175509803",,,unclassified,"0","0",
"175509811",,,unclassified,"0","0",
"175515224",Борка Талески-Модерното,,residential,"1","0",
"175515225",,,service,"0","0",
"175518231",,,service,"0","0",
"175518233",,,service,"0","0",
"175518234",,,service,"0","0",
"175518237",,,service,"0","0",
"175518243",,,service,"0","0",
"175518248",,,service,"0","0",
"175520257",Руѓер Бошковиќ,,residential,"1","0",
"175520258",,,service,"0","0",
"175520259",Септемвриска сесија,,service,"0","0",
"175520260",Бранислав Нушиќ,,residential,"1","0",
"175520261",8 Септември,,residential,"0","0",
"175520262",8 Септември,,residential,"0","0",
"175520263",,,service,"0","0",
"175523234",,,footway,"0","0",
"175523238",,,footway,"0","0",
"175529401",,,service,"0","0",
"175529402",,,service,"0","0",
"175844477",,,residential,"0","0",
"175844481",,,residential,"0","0",
"175844483",,,residential,"0","0",
"175844486",Мајка Тереза,A2,motorway,"1","0","100"
"175844490",,,service,"0","0",
"175844493",,,residential,"0","0",
"175844495",,,residential,"0","0",
"175844496",,,residential,"0","0",
"175844497",,,residential,"0","0",
"175844504",,,residential,"0","0",
"175844505",,,residential,"0","0",
"175844511",,,residential,"0","0",
"175844514",,,service,"0","0",
"175844515",Мајка Тереза,A2,motorway,"1","0","100"
"175844521",Мајка Тереза,A2,motorway,"1","0","100"
"175844523",,,residential,"0","0",
"175844627",Мајка Тереза,A2,motorway,"1","0","120"
"175848289",,,pedestrian,"0","0",
"175848290",Александар Македонски,,residential,"0","0",
"175848291",,,residential,"0","0",
"175848292",,,service,"0","0",
"175848293",Мијачка,,residential,"0","0",
"175848294",Кузман Шапкарев,,tertiary,"0","0",
"175848295",Беаз Куле,,residential,"0","0",
"175848296",Кадибача,,residential,"0","0",
"175848297",Сафудати,,residential,"0","0",
"175848298",,,service,"0","0",
"175848299",,,residential,"0","0",
"175848301",,,unclassified,"0","0",
"175848302",Пробиштипска,,residential,"0","0",
"175848303",црногорска,,residential,"0","0",
"175848305",Гостиварска,,residential,"0","0",
"175848306",Островска,,residential,"0","0",
"175848307",Aтанас Иљоски,,residential,"0","0",
"175848308",Мице Козар,,residential,"0","0",
"175848309",Арсениј Јовков,,residential,"0","0",
"175848310",Жеденска,,residential,"0","0",
"175848311",Αлександар Македонски,,residential,"0","0",
"175848312",,,residential,"0","0",
"175848314",Драгувити,,residential,"0","0",
"175848319",,,unclassified,"0","0",
"175848321",Никола Вукмировиќ,,tertiary,"0","0",
"175848322",Панајот Гиновски,R2234,secondary,"0","0",
"175848326",Мице Козар,"1269",residential,"0","0",
"175848328",,,unclassified,"0","0",
"175849399",Шидска,,residential,"0","0",
"175849400",Шидска,,residential,"0","0",
"175849401",Шидска,,residential,"0","0",
"175849403",,,residential,"0","0",
"175889739",Халим Халимиќ,,living_street,"0","0",
"175890708",,,service,"0","0",
"175896651",,,service,"0","0",
"175896654",,,service,"0","0",
"175897069",,,service,"0","0",
"175905542",,,service,"0","0",
"175905545",Коста Абрашевиќ,,residential,"0","0",
"175905547",,,service,"0","0",
"175912089",Вуковарска,,residential,"0","0",
"175912094",Браќа Реџепагиќ,,residential,"0","0",
"175912097",Халим Халимиќ,,residential,"0","0",
"175912106",,,pedestrian,"0","0",
"175912107",,,pedestrian,"0","0",
"175917200",,,footway,"0","1",
"175998231",,,residential,"0","0",
"176002172",,,living_street,"0","0",
